created_at	invoice_id	item_id	category	subcategory	item	quantity	rate	amount	created_at_header	balance_due	date	ship_mode	order_id	bill_to	ship_to	discount	shipping	subtotal	total
2025-03-10 11:20:47.202971	13089	OFF-BI-6382	Office Supplies	Binders	Wilson Jones Binding Machine, Clear	7	338.94	2372.58	2025-03-10 11:20:47.202611	2460.3	Aug 14 2012	Same Day	ES-2012-JF15565139-41135	Jill Fjeld	Bolton, England,, United Kingdom		87.72	2372.58	2460.3
2025-03-10 11:22:32.751428	13130	FUR-BO-5763	Furniture	Bookcases	Safco Classic Bookcase, Traditional	3	1314.45	3943.35	2025-03-10 11:22:32.751064	4093.75	Feb 29 2012	Standard Class	ES-2012-TS21370139-40968	Todd Sumrall	Farnborough,, England, United, Kingdom		150.4	3943.35	4093.75
2025-03-10 11:22:23.746596	13171	OFF-ST-6248	Office Supplies	Storage	Tenex File Cart, Single Width	5	673.05	3365.25	2025-03-10 11:22:23.746215	3448.54	Jan 03 2013	Standard Class	ES-2013-TP21130139-41277	Theone Pippenger	Tamworth, England,, United Kingdom		83.29	3365.25	3448.54
2025-03-10 11:19:59.650781	13186	FUR-CH-4522	Furniture	Chairs	Harbour Creations Chairmat, Adjustable	7	469.29	3285.01	2025-03-10 11:19:59.650389	3053.99	Jun 21 2012	Standard Class	ES-2012-CV1280548-41081	Cynthia Voltz	Ludwigshafen am, Rhein, Rhineland-, Palatinate, Germany	328.5	97.48	3285.01	3053.99
2025-03-10 11:19:59.915283	13187	FUR-BO-5954	Furniture	Bookcases	Sauder Corner Shelving, Pine	4	535.14	2140.56	2025-03-10 11:19:59.914930	1995.6	Jun 21 2012	Standard Class	ES-2012-CV1280548-41081	Cynthia Voltz	Ludwigshafen am, Rhein, Rhineland-, Palatinate, Germany	214.06	69.1	2140.56	1995.6
2025-03-10 11:22:22.057400	13221	TEC-PH-5264	Technology	Phones	Motorola Signal Booster, Full Size	2	245.51	491.03	2025-03-10 11:22:22.057028	508.34	Mar 23 2012	First Class	ES-2012-TW2102545-40991	Tamara Willingham	Carcassonne,, Languedoc-, Roussillon-Midi-	73.65	90.96	491.03	
2025-03-10 11:22:22.310356	13223	OFF-BI-3256	Office Supplies	Binders	Avery Binding Machine, Durable	9	453.06	4077.54	2025-03-10 11:22:22.309979	4173.35	Mar 23 2012	First Class	ES-2012-TW2102545-40991	Tamara Willingham	Carcassonne,, Languedoc-, Roussillon-Midi-		95.81	4077.54	4173.35
2025-03-10 11:21:02.453059	13242	TEC-CO-5992	Technology	Copiers	Sharp Copy Machine, Laser	5	1195.2	5976.0	2025-03-10 11:21:02.452673	6078.41	Jan 11 2013	Standard Class	ES-2013-KL165558-41285	Kelly Lampkin	Vienna, Vienna,, Austria		102.41	5976.0	6078.41
2025-03-10 11:20:23.858835	13360	TEC-AC-5894	Technology	Accessories	SanDisk Router, Bluetooth	7	897.23	6280.58	2025-03-10 11:20:23.858435	3293.59	Dec 22 2012	Second Class	IT-2012-EM1396062-41265	Eric Murdock	Dublin, Dublin,, Ireland	3140.29	153.3	6280.58	3293.59
2025-03-10 11:20:21.247419	13511	TEC-CO-3611	Technology	Copiers	Brother Wireless Fax, Laser	1	378.81	378.81	2025-03-10 11:20:21.247043	450.38	Feb 02 2012	Same Day	IT-2012-EB1384048-40941	Ellis Ballard	Rosenheim, Bavaria,, Germany		71.57	378.81	450.38
2025-03-10 11:20:21.742734	13561	OFF-ST-4296	Office Supplies	Storage	Fellowes Trays, Wire Frame	9	457.33	4115.93	2025-03-10 11:20:21.742368	3803.66	Sep 07 2012	Second Class	ES-2012-ER13855120-41159	Elpida Rittenbach	Lugo, Galicia, Spain	411.59	99.32	4115.93	3803.66
2025-03-10 11:21:06.822524	13570	TEC-MA-5503	Technology	Machines	Okidata Inkjet, Wireless	2	628.44	1256.88	2025-03-10 11:21:06.822156	1346.01	Jun 27 2012	Standard Class	ES-2012-LL16840139-41087	Lauren Leatherbury	Glasgow, Scotland,, United Kingdom		89.13	1256.88	1346.01
2025-03-10 11:22:25.312508	13571	OFF-ST-5700	Office Supplies	Storage	Rogers Lockers, Blue	8	1523.66	12189.31	2025-03-10 11:22:25.312161	11316.19	Apr 05 2012	First Class	IT-2012-PC19000120-41004	Pauline Chand	Barcelona, Catalonia,, Spain	1218.93	345.81	12189.31	11316.19
2025-03-10 11:20:41.202885	13598	TEC-MA-6142	Technology	Machines	StarTech Inkjet, Wireless	4	1207.08	4828.32	2025-03-10 11:20:41.202499	5000.28	Jan 12 2013	First Class	ES-2013-JL15175139-41286	James Lanier	Carlisle, England,, United Kingdom		171.96	4828.32	5000.28
2025-03-10 11:21:53.704925	13599	TEC-MA-5011	Technology	Machines	Konica Phone, Red	7	583.38	4083.66	2025-03-10 11:21:53.704566	4154.64	Nov 22 2012	Standard Class	ES-2012-RE1945048-41235	Richard Eichhorn	Ulm, Baden-, Württemberg,, Germany		70.98	4083.66	4154.64
2025-03-10 11:21:53.934349	13603	TEC-PH-3800	Technology	Phones	Cisco Signal Booster, Cordless	5	773.4	3867.0	2025-03-10 11:21:53.933979	3970.15	Nov 22 2012	Standard Class	ES-2012-RE1945048-41235	Richard Eichhorn	Ulm, Baden-, Württemberg,, Germany		103.15	3867.0	3970.15
2025-03-10 11:21:15.620045	13682	TEC-PH-5249	Technology	Phones	Motorola Audio Dock, with Caller ID	2	294.73	589.46	2025-03-10 11:21:15.619680	574.75	Dec 08 2012	First Class	ES-2012-MG1765045-41251	Matthew Grinstein	Lunel, Languedoc-, Roussillon-Midi-, Pyrénées, France	88.42	73.71	589.46	574.75
2025-03-10 11:21:15.876522	13684	FUR-CH-4532	Furniture	Chairs	Harbour Creations Executive Leather Armchair, Red	1	428.27	428.27	2025-03-10 11:21:15.876133	551.35	Dec 08 2012	First Class	ES-2012-MG1765045-41251	Matthew Grinstein	Lunel, Languedoc-, Roussillon-Midi-, Pyrénées, France	42.83	165.91	428.27	551.35
2025-03-10 11:21:41.627064	13689	TEC-AC-5223	Technology	Accessories	Memorex Router, Bluetooth	6	738.63	4431.78	2025-03-10 11:21:41.626687	2408.7	Jun 14 2012	First Class	ES-2012-NF18385124-41074	Natalie Fritzler	Halmstad, Halland,, Sweden	2215.89	192.81	4431.78	2408.7
2025-03-10 11:22:16.136985	13707	TEC-CO-4568	Technology	Copiers	Hewlett Copy Machine, Color	4	1047.48	4189.92	2025-03-10 11:22:16.136613	4280.48	May 04 2012	Standard Class	ES-2012-SC206958-41033	Steve Chapman	Vienna, Vienna,, Austria		90.56	4189.92	4280.48
2025-03-10 11:21:34.482423	13789	TEC-AC-3405	Technology	Accessories	Belkin Router, USB	5	1294.8	6474.0	2025-03-10 11:21:34.481932	6596.55	Nov 24 2012	Standard Class	ES-2012-NP18700120-41237	Nora Preis	Fuengirola,, Andalusía, Spain		122.55	6474.0	6596.55
2025-03-10 11:22:37.039846	13856	TEC-PH-5355	Technology	Phones	Nokia Smart Phone, Full Size	2	1272.12	2544.24	2025-03-10 11:22:37.039453	2631.48	Jun 13 2012	Standard Class	ES-2012-TP21565139-41073	Tracy Poddar	Farnborough,, England, United, Kingdom		87.24	2544.24	2631.48
2025-03-10 11:20:11.731745	13957	FUR-CH-4544	Furniture	Chairs	Harbour Creations Rocking Chair, Adjustable	6	807.73	4846.39	2025-03-10 11:20:11.731374	4431.53	Jun 21 2012	Standard Class	ES-2012-DC1328548-41081	Debra Catini	Minden, North Rhine-, Westphalia, Germany	484.64	69.78	4846.39	4431.53
2025-03-10 11:20:09.037025	13985	TEC-CO-4576	Technology	Copiers	Hewlett Fax Machine, Digital	6	1629.76	9778.54	2025-03-10 11:20:09.036629	8502.18	Nov 28 2012	Standard Class	ES-2012-CD1279045-41241	Cynthia Delaney	La Seyne-sur-Mer,, Provence-Alpes-Côte, d'Azur, France	1466.78	190.42	9778.54	8502.18
2025-03-10 11:21:51.569512	13998	FUR-CH-4530	Furniture	Chairs	Harbour Creations Executive Leather Armchair, Adjustable	4	1696.25	6784.99	2025-03-10 11:21:51.569120	6507.62	Jun 20 2012	First Class	IT-2012-RB1933045-41080	Randy Bradley	Dijon, Bourgogne-, Franche-Comté,, France	678.5	401.13	6784.99	6507.62
2025-03-10 11:21:27.427359	14005	TEC-PH-3132	Technology	Phones	Apple Headset, Cordless	7	532.77	3729.39	2025-03-10 11:21:27.426968	3845.05	May 02 2012	Second Class	ES-2012-MM1828048-41031	Muhammed	Bremen, Bremen,, Germany		115.66	3729.39	3845.05
2025-03-10 11:19:38.221122	14021	TEC-CO-3710	Technology	Copiers	Canon Wireless Fax, Laser	5	1893.3	9466.5	2025-03-10 11:19:38.220748	9671.51	Mar 07 2013	Second Class	ES-2013-BE11335139-41340	Bill Eplett	Kingswood, England,, United Kingdom		205.01	9466.5	9671.51
2025-03-10 11:21:35.005245	14070	FUR-CH-5774	Furniture	Chairs	SAFCO Executive Leather Armchair, Black	11	4544.1	49985.1	2025-03-10 11:21:35.004877	45492.86	Feb 16 2012	Second Class	IT-2012-ON1871545-40955	Odella Nelson	Muret, Languedoc-, Roussillon-Midi-, Pyrénées, France	4998.51	506.27	49985.1	45492.86
2025-03-10 11:20:29.640331	14079	OFF-ST-6047	Office Supplies	Storage	Smead Lockers, Industrial	5	895.05	4475.25	2025-03-10 11:20:29.639983	4231.39	Aug 20 2012	Same Day	ES-2012-FO1430545-41141	Frank Olsen	Noisy-le-Grand, Ile-, de-France, France	447.53	203.67	4475.25	4231.39
2025-03-10 11:21:40.146044	14130	FUR-BO-5746	Furniture	Bookcases	Safco 3-Shelf Cabinet, Mobile	7	1079.57	7556.98	2025-03-10 11:21:40.145672	6890.46	Mar 07 2013	Standard Class	ES-2013-LT1711045-41340	Liz Thompson	Nanterre, Ile-de-, France, France	755.7	89.18	7556.98	6890.46
2025-03-10 11:21:35.795540	14176	FUR-BO-3637	Furniture	Bookcases	Bush Floating Shelf Set, Traditional	3	513.81	1541.43	2025-03-10 11:21:35.795164	1666.58	Aug 20 2012	Same Day	ES-2012-PS18760120-41141	Pamela Stobb	Madrid, Madrid,, Spain		125.15	1541.43	1666.58
2025-03-10 11:22:17.427659	14184	TEC-MA-6142	Technology	Machines	StarTech Inkjet, Wireless	4	1207.08	4828.32	2025-03-10 11:22:17.427280	4928.68	Jul 17 2012	Standard Class	ES-2012-SR20740139-41107	Steven Roelle	Derby, England,, United Kingdom		100.36	4828.32	4928.68
2025-03-10 11:20:19.528266	14228	FUR-FU-6255	Furniture	Furnishings	Tenex Frame, Durable	7	749.07	5243.49	2025-03-10 11:20:19.527869	5328.95	Sep 14 2012	Standard Class	ES-2012-DJ13630120-41166	Doug Jacobs	Madrid, Madrid,, Spain		85.46	5243.49	5328.95
2025-03-10 11:20:07.543282	14229	FUR-CH-5394	Furniture	Chairs	Novimex Rocking Chair, Adjustable	7	468.72	3281.04	2025-03-10 11:20:07.542892	1723.81	Dec 16 2012	Second Class	IT-2012-BD11500104-41259	Bradley Drucker	Lisbon, Lisboa,, Portugal	1640.52	83.29	3281.04	1723.81
2025-03-10 11:18:50.459131	14266	OFF-BI-3255	Office Supplies	Binders	Avery Binding Machine, Clear	14	676.2	9466.8	2025-03-10 11:18:50.458607	9546.21	Dec 01 2012	First Class	ES-2012-AH1021045-41244	Alan Hwang	Paris, Ile-de-France,, France		79.41	9466.8	9546.21
2025-03-10 11:18:50.722357	14267	OFF-ST-4259	Office Supplies	Storage	Fellowes File Cart, Single Width	3	370.82	1112.45	2025-03-10 11:18:50.721938	1075.62	Dec 01 2012	First Class	ES-2012-AH1021045-41244	Alan Hwang	Paris, Ile-de-France,, France	111.25	74.42	1112.45	1075.62
2025-03-10 11:18:51.081131	14269	TEC-CO-3599	Technology	Copiers	Brother Ink, Color	3	379.29	1137.86	2025-03-10 11:18:51.080560	1048.42	Dec 01 2012	First Class	ES-2012-AH1021045-41244	Alan Hwang	Paris, Ile-de-France,, France	170.68	81.24	1137.86	1048.42
2025-03-10 11:22:39.513890	14380	TEC-CO-4577	Technology	Copiers	Hewlett Fax Machine, High-Speed	7	2004.16	14029.09	2025-03-10 11:22:39.513527	12725.04	Jan 10 2013	Standard Class	IT-2013-TS21655139-41284	Trudy Schmidt	London, England,, United Kingdom	1402.91	98.86	14029.09	12725.04
2025-03-10 11:21:18.312035	14388	TEC-PH-3146	Technology	Phones	Apple Signal Booster, with Caller ID	6	737.91	4427.46	2025-03-10 11:21:18.311683	4189.36	Jul 13 2012	First Class	IT-2012-MS17830139-41103	Melanie Seite	London, England,, United Kingdom	442.75	204.65	4427.46	4189.36
2025-03-10 11:21:18.547696	14389	TEC-MA-5511	Technology	Machines	Okidata Printer, Red	4	956.34	3825.36	2025-03-10 11:21:18.547348	3767.8	Jul 13 2012	First Class	IT-2012-MS17830139-41103	Melanie Seite	London, England,, United Kingdom	382.54	324.98	3825.36	3767.8
2025-03-10 11:21:10.411082	14466	OFF-ST-6047	Office Supplies	Storage	Smead Lockers, Industrial	2	358.02	716.04	2025-03-10 11:21:10.410714	769.42	Jan 02 2013	First Class	ES-2013-LC17140120-41276	Logan Currie	Ponferrada, Castile, and León, Spain	71.6	124.98	716.04	769.42
2025-03-10 11:22:13.530035	14495	FUR-BO-5763	Furniture	Bookcases	Safco Classic Bookcase, Traditional	6	1314.45	7886.7	2025-03-10 11:22:13.529647	4012.61	Dec 27 2012	Second Class	IT-2012-SS2051591-41270	Shirley Schmidt	Groningen,, Groningen,, Netherlands	3943.35	69.26	7886.7	4012.61
2025-03-10 11:22:04.743332	14500	FUR-BO-5948	Furniture	Bookcases	Sauder Classic Bookcase, Metal	4	1741.8	6967.2	2025-03-10 11:22:04.742944	7051.88	Oct 18 2012	Standard Class	ES-2012-SF20065139-41200	Sandra Flanagan	Worcester, England,, United Kingdom		84.68	6967.2	7051.88
2025-03-10 11:20:40.958990	14556	TEC-AC-4188	Technology	Accessories	Enermax Router, USB	5	1292.7	6463.5	2025-03-10 11:20:40.958586	6549.49	Sep 14 2012	Standard Class	IT-2012-JO1514548-41166	Jack O'Briant	Gera, Thuringia,, Germany		85.99	6463.5	6549.49
2025-03-10 11:20:20.260224	14641	TEC-PH-3806	Technology	Phones	Cisco Smart Phone, Full Size	1	587.41	587.41	2025-03-10 11:20:20.259843	606.67	Feb 02 2012	Second Class	ES-2012-EB13705120-40941	Ed Braxton	Seville, Andalusía,, Spain	58.74	78.0	587.41	606.67
2025-03-10 11:22:01.040222	14643	TEC-PH-5342	Technology	Phones	Nokia Headset, with Caller ID	11	683.58	7519.36	2025-03-10 11:22:01.039864	6491.78	Apr 25 2012	Same Day	IT-2012-RC1982545-41024	Roy Collins	Paris, Ile-de-France,, France	1127.9	100.32	7519.36	6491.78
2025-03-10 11:21:29.161959	14653	TEC-CO-6006	Technology	Copiers	Sharp Personal Copier, Digital	8	861.41	6891.26	2025-03-10 11:21:29.161580	6349.58	Feb 13 2013	Second Class	ES-2013-ND18370139-41318	Natalie DeCherney	London, England,, United Kingdom	689.13	147.45	6891.26	6349.58
2025-03-10 11:21:29.421739	14655	FUR-BO-5966	Furniture	Bookcases	Sauder Library with Doors, Metal	4	1393.52	5574.1	2025-03-10 11:21:29.421364	5198.64	Feb 13 2013	Second Class	ES-2013-ND18370139-41318	Natalie DeCherney	London, England,, United Kingdom	557.41	181.95	5574.1	5198.64
2025-03-10 11:20:51.010708	14794	TEC-CO-3598	Technology	Copiers	Brother Fax Machine, Laser	5	1592.7	7963.5	2025-03-10 11:20:51.010346	8108.0	Oct 31 2012	Second Class	IT-2012-DF13135139-41213	David Flashing	Slough, England,, United Kingdom		144.5	7963.5	8108.0
2025-03-10 11:21:24.566455	14954	FUR-TA-3780	Furniture	Tables	Chromcraft Wood Table, with Bottom Storage	2	627.28	1254.55	2025-03-10 11:21:24.566106	1022.07	May 11 2012	First Class	IT-2012-MP1817545-41040	Mike Pelletier	Bordeaux, Aquitaine-, Limousin-Poitou-, Charentes, France	439.09	206.61	1254.55	1022.07
2025-03-10 11:20:12.751407	14983	TEC-CO-3679	Technology	Copiers	Canon Copy Machine, Digital	3	392.67	1178.01	2025-03-10 11:20:12.751026	684.31	Aug 24 2012	First Class	IT-2012-DL1333091-41145	Denise Leinenbach	The Hague, South, Holland, Netherlands	589.01	95.31	1178.01	684.31
2025-03-10 11:20:13.008003	14984	OFF-AR-5932	Office Supplies	Art	Sanford Sketch Pad, Fluorescent	14	327.18	4580.52	2025-03-10 11:20:13.007617	2418.31	Aug 24 2012	First Class	IT-2012-DL1333091-41145	Denise Leinenbach	The Hague, South, Holland, Netherlands	2290.26	128.05	4580.52	2418.31
2025-03-10 11:20:20.765701	15037	FUR-TA-3344	Furniture	Tables	Barricks Conference Table, Fully Assembled	3	1362.83	4088.48	2025-03-10 11:20:20.765262	2120.07	Dec 12 2012	Second Class	IT-2012-EH1376564-41255	Edward Hooks	Naples, Campania,, Italy	2044.24	75.83	4088.48	2120.07
2025-03-10 11:22:19.858556	15103	FUR-BO-3903	Furniture	Bookcases	Dania Library with Doors, Pine	2	727.5	1455.0	2025-03-10 11:22:19.858180	1527.4	Nov 14 2012	Standard Class	ES-2012-SV2093544-41227	Susan Vittorini	Helsinki, Uusimaa,, Finland		72.4	1455.0	1527.4
2025-03-10 11:19:04.258222	15115	FUR-CH-5447	Furniture	Chairs	Office Star Rocking Chair, Black	9	1121.69	10095.19	2025-03-10 11:19:04.257866	9287.99	Sep 07 2012	Second Class	ES-2012-AR1051045-41159	Andrew Roberts	Toulon, Provence-, Alpes-Côte d'Azur,, France	1009.52	202.32	10095.19	9287.99
2025-03-10 11:21:56.585674	15190	OFF-AP-3571	Office Supplies	Appliances	Breville Microwave, Red	4	1206.84	4827.36	2025-03-10 11:21:56.585265	4977.84	Nov 02 2012	Second Class	ES-2012-RD19585120-41215	Rob Dowd	Murcia, Murcia, Spain		150.48	4827.36	4977.84
2025-03-10 11:22:38.343715	15209	FUR-CH-5448	Furniture	Chairs	Office Star Rocking Chair, Red	3	380.46	1141.37	2025-03-10 11:22:38.343357	1105.55	Dec 19 2012	Second Class	ES-2012-TB2162545-41262	Trudy Brown	Bayonne, Aquitaine-, Limousin-Poitou-, Charentes, France	114.14	78.32	1141.37	1105.55
2025-03-10 11:22:38.594889	15210	FUR-BO-5961	Furniture	Bookcases	Sauder Floating Shelf Set, Pine	4	705.35	2821.39	2025-03-10 11:22:38.594508	2637.43	Dec 19 2012	Second Class	ES-2012-TB2162545-41262	Trudy Brown	Bayonne, Aquitaine-, Limousin-Poitou-, Charentes, France	282.14	98.18	2821.39	2637.43
2025-03-10 11:22:33.512824	15218	OFF-AP-4509	Office Supplies	Appliances	Hamilton Beach Toaster, Black	8	364.42	2915.33	2025-03-10 11:22:33.512473	2412.93	Feb 29 2012	Standard Class	ES-2012-TB2140048-40968	Tom Boeckenhauer	Berlin, Berlin,, Germany	583.07	80.67	2915.33	2412.93
2025-03-10 11:20:14.479181	15239	FUR-CH-5380	Furniture	Chairs	Novimex Executive Leather Armchair, Red	6	1380.6	8283.6	2025-03-10 11:20:14.478783	4268.83	Dec 25 2012	Same Day	IT-2012-DK1337591-41268	Dennis Kane	The Hague, South, Holland, Netherlands	4141.8	127.03	8283.6	4268.83
2025-03-10 11:20:32.101068	15270	TEC-CO-4575	Technology	Copiers	Hewlett Fax Machine, Color	3	964.08	2892.24	2025-03-10 11:20:32.100684	3105.0	Jan 06 2013	First Class	ES-2013-GR1456096-41280	Georgia Rosenberg	Oslo, Oslo, Norway		212.76	2892.24	3105.0
2025-03-10 11:20:33.738410	15376	OFF-AP-4745	Office Supplies	Appliances	Hoover Stove, White	7	1983.14	13881.95	2025-03-10 11:20:33.738060	7414.24	Nov 02 2012	First Class	IT-2012-GM1468091-41215	Greg Matthias	Amsterdam, North, Holland, Netherlands	6940.98	473.27	13881.95	7414.24
2025-03-10 11:21:12.899236	15492	OFF-ST-6248	Office Supplies	Storage	Tenex File Cart, Single Width	5	603.72	3018.6	2025-03-10 11:21:12.898859	2783.58	Nov 09 2012	Standard Class	IT-2012-ME1732048-41222	Maria Etezadi	Pulheim, North, Rhine-Westphalia,, Germany	301.86	66.84	3018.6	2783.58
2025-03-10 11:20:17.412541	15501	OFF-SU-4320	Office Supplies	Supplies	Fiskars Shears, High Speed	14	666.96	9337.44	2025-03-10 11:20:17.412137	9454.21	Sep 11 2012	First Class	ES-2012-DW1348045-41163	Dianna Wilson	Brest, Brittany,, France		116.77	9337.44	9454.21
2025-03-10 11:19:51.484802	15521	FUR-CH-5412	Furniture	Chairs	Novimex Swivel Stool, Black	5	729.14	3645.68	2025-03-10 11:19:51.484383	3377.1	Mar 29 2012	Standard Class	ES-2012-CS1225048-40997	Chris Selesnick	Troisdorf, North, Rhine-Westphalia,, Germany	364.57	95.99	3645.68	3377.1
2025-03-10 11:20:09.596295	15531	OFF-AP-4731	Office Supplies	Appliances	Hoover Microwave, Red	6	1666.66	9999.94	2025-03-10 11:20:09.595669	9127.02	Sep 07 2012	Same Day	ES-2012-DP1316545-41159	David Philippe	Bordeaux, Aquitaine-, Limousin-Poitou-, Charentes, France	999.99	127.07	9999.94	9127.02
2025-03-10 11:22:41.964234	15577	TEC-MA-6147	Technology	Machines	StarTech Printer, Durable	5	640.73	3203.63	2025-03-10 11:22:41.963866	1717.28	Dec 04 2012	Standard Class	IT-2012-XP2186534-41247	Xylona Preis	Copenhagen,, Hovedstaden,, Denmark	1601.82	115.47	3203.63	1717.28
2025-03-10 11:19:42.087531	15587	TEC-PH-3803	Technology	Phones	Cisco Signal Booster, with Caller ID	5	645.28	3226.39	2025-03-10 11:19:42.087156	2856.29	Apr 21 2012	Standard Class	ES-2012-BS1159045-41020	Brendan Sweed	Sannois, Ile-de-, France, France	483.96	113.86	3226.39	2856.29
2025-03-10 11:20:26.048972	15648	FUR-TA-5072	Furniture	Tables	Lesro Wood Table, Fully Assembled	3	1266.03	3798.09	2025-03-10 11:20:26.048607	3596.91	Jun 05 2012	Standard Class	ES-2012-EH14005139-41065	Erica Hernandez	London, England,, United Kingdom	379.81	178.63	3798.09	3596.91
2025-03-10 11:21:22.412285	15665	OFF-ST-6264	Office Supplies	Storage	Tenex Lockers, Wire Frame	6	609.66	3657.96	2025-03-10 11:21:22.411920	1900.3	May 09 2012	Second Class	IT-2012-ML18040124-41038	Michelle Lonsdale	Stockholm,, Stockholm, Sweden	1828.98	71.32	3657.96	1900.3
2025-03-10 11:21:19.488126	15743	TEC-AC-3403	Technology	Accessories	Belkin Router, Erganomic	7	1795.92	12571.44	2025-03-10 11:21:19.487763	12726.05	Nov 30 2012	Standard Class	ES-2012-MG1787514-41243	Michael Grace	Genk, Limburg,, Belgium		154.61	12571.44	12726.05
2025-03-10 11:20:53.471871	15772	FUR-BO-3905	Furniture	Bookcases	Dania Stackable Bookrack, Mobile	4	437.72	1750.9	2025-03-10 11:20:53.471501	1644.15	Jun 12 2012	Standard Class	ES-2012-JO1514545-41072	Jack O'Briant	Thonon-les-Bains,, Auvergne-Rhône-, Alpes, France	175.09	68.34	1750.9	1644.15
2025-03-10 11:21:15.372632	15780	FUR-BO-4851	Furniture	Bookcases	Ikea Classic Bookcase, Traditional	5	1029.38	5146.88	2025-03-10 11:21:15.372288	2714.94	May 31 2012	Standard Class	ES-2012-MH1762062-41060	Matt Hagelstein	Cork, Cork, Ireland	2573.44	141.5	5146.88	2714.94
2025-03-10 11:20:54.416423	15811	TEC-PH-5836	Technology	Phones	Samsung Signal Booster, Full Size	7	965.16	6756.12	2025-03-10 11:20:54.416079	7009.21	Feb 01 2013	First Class	ES-2013-JH1582048-41306	John Huston	Hamburg, Hamburg,, Germany		253.09	6756.12	7009.21
2025-03-10 11:20:54.650903	15812	TEC-PH-3806	Technology	Phones	Cisco Smart Phone, Full Size	5	3263.4	16317.0	2025-03-10 11:20:54.650502	16786.29	Feb 01 2013	First Class	ES-2013-JH1582048-41306	John Huston	Hamburg, Hamburg,, Germany		469.29	16317.0	16786.29
2025-03-10 11:20:13.251006	15824	TEC-PH-3817	Technology	Phones	Cisco Speaker Phone, VoIP	5	692.85	3464.25	2025-03-10 11:20:13.250625	3542.49	Apr 19 2012	Standard Class	ES-2012-DL13330139-41018	Denise Leinenbach	Lowestoft, England,, United Kingdom		78.24	3464.25	3542.49
2025-03-10 11:22:43.187355	15951	OFF-AP-3572	Office Supplies	Appliances	Breville Microwave, Silver	5	1209.84	6049.2	2025-03-10 11:22:43.186988	5039.0	Sep 22 2012	First Class	IT-2012-ZC2191048-41174	Zuschuss Carroll	Berlin, Berlin,, Germany	1209.84	199.64	6049.2	5039.0
2025-03-10 11:22:43.467088	15953	OFF-AP-3874	Office Supplies	Appliances	Cuisinart Stove, Silver	7	3018.62	21130.37	2025-03-10 11:22:43.466603	17560.21	Sep 22 2012	First Class	IT-2012-ZC2191048-41174	Zuschuss Carroll	Berlin, Berlin,, Germany	4226.07	655.91	21130.37	17560.21
2025-03-10 11:18:40.792029	15978	TEC-PH-3144	Technology	Phones	Apple Signal Booster, Full Size	6	496.58	2979.5	2025-03-10 11:18:40.791630	1910.35	Mar 31 2012	First Class	IT-2012-AS1004564-40999	Aaron Smayling	Rome, Lazio, Italy	1191.8	122.65	2979.5	1910.35
2025-03-10 11:19:49.254362	15981	OFF-ST-6261	Office Supplies	Storage	Tenex Lockers, Blue	3	612.45	1837.35	2025-03-10 11:19:49.253996	1916.48	Jan 12 2013	Second Class	ES-2013-CT11995139-41286	Carol Triggs	Peterborough,, England, United, Kingdom		79.13	1837.35	1916.48
2025-03-10 11:19:03.542935	15999	OFF-AP-3573	Office Supplies	Appliances	Breville Microwave, White	7	1889.06	13223.39	2025-03-10 11:19:03.542571	12023.4	Apr 04 2012	Standard Class	ES-2012-AG1049545-41003	Andrew Gjertsen	La Seyne-sur-Mer,, Provence-Alpes-Côte, d'Azur, France	1322.34	122.35	13223.39	12023.4
2025-03-10 11:19:20.302458	16013	FUR-BO-4860	Furniture	Bookcases	Ikea Library with Doors, Metal	4	1451.4	5805.6	2025-03-10 11:19:20.302086	5927.89	Dec 25 2012	Standard Class	ES-2012-AO10810139-41268	Anthony O'Donnell	Doncaster, England,, United Kingdom		122.29	5805.6	5927.89
2025-03-10 11:22:08.396270	16066	FUR-TA-5063	Furniture	Tables	Lesro Round Table, Fully Assembled	8	1451.14	11609.09	2025-03-10 11:22:08.395890	4781.98	Jan 22 2013	Standard Class	IT-2013-SC20230120-41296	Scot Coram	Dos Hermanas,, Andalusía, Spain	6965.45	138.34	11609.09	4781.98
2025-03-10 11:21:14.859097	16091	TEC-AC-5117	Technology	Accessories	Logitech Keyboard, Programmable	9	665.55	5989.95	2025-03-10 11:21:14.858732	6109.12	Sep 05 2012	Standard Class	ES-2012-MR1754564-41157	Mathew Reese	Reggio nell'Emilia,, Emilia-Romagna,, Italy		119.17	5989.95	6109.12
2025-03-10 11:21:23.835277	16113	TEC-AC-4178	Technology	Accessories	Enermax Numeric Keypad, Bluetooth	14	805.56	11277.84	2025-03-10 11:21:23.834921	11357.96	May 31 2012	Second Class	ES-2012-MC18130139-41060	Mike Caudle	Warrington, England,, United Kingdom		80.12	11277.84	11357.96
2025-03-10 11:20:08.021077	16144	TEC-MA-5572	Technology	Machines	Panasonic Printer, Red	9	2016.85	18151.61	2025-03-10 11:20:08.020720	15589.28	Apr 17 2012	Standard Class	IT-2012-CM1181545-41016	Candace McMahon	Fontainebleau, Ile-de-, France, France	2722.74	160.41	18151.61	15589.28
2025-03-10 11:19:40.642381	16305	FUR-CH-5442	Furniture	Chairs	Office Star Executive Leather Armchair, Black	3	1262.06	3786.18	2025-03-10 11:19:40.642029	3496.72	Nov 01 2012	Standard Class	IT-2012-BD1156048-41214	Brendan Dodson	Leipzig, Saxony,, Germany	378.62	89.16	3786.18	3496.72
